,location,total_sqft,bath,price,bhk
3999,Kengeri,900.0,2.0,45.0,2
4002,Kengeri,502.0,1.0,25.0,1
4004,Kengeri,1200.0,3.0,67.0,3
4007,Kengeri,540.0,1.0,22.5,1
4008,Kengeri,750.0,2.0,35.5,2
4009,Kengeri,1741.0,3.0,80.0,3
4011,Kengeri,1200.0,2.0,58.0,2
4014,Kengeri,750.0,2.0,36.5,2
4016,Kengeri,416.0,1.0,18.0,1
4018,Kengeri,883.0,2.0,49.0,2
4019,Kengeri,1052.0,2.0,51.0,2
4020,Kengeri,1220.0,2.0,63.0,2
4021,Kengeri,1150.0,1.0,52.0,1
4022,Kengeri,1192.0,2.0,53.5,2
4024,Kengeri,750.0,2.0,40.0,2
4025,Kengeri,1035.0,2.0,51.5,2
4028,Kengeri,416.0,1.0,17.19,1
4034,Kengeri Satellite Town,883.0,2.0,45.0,2
4035,Kengeri Satellite Town,1415.0,2.0,66.0,3
4036,Kengeri Satellite Town,930.0,1.0,30.0,1
4037,Kengeri Satellite Town,1635.0,2.0,78.0,3
4039,Kengeri Satellite Town,1007.0,2.0,42.0,2
4042,Kengeri Satellite Town,1030.0,2.0,50.0,2
4043,Kengeri Satellite Town,1200.0,2.0,65.0,2
4046,Kengeri Satellite Town,800.0,2.0,40.0,2
4047,Kengeri Satellite Town,654.0,1.0,22.0,1
4049,Kengeri Satellite Town,750.0,2.0,33.0,2
4050,Kengeri Satellite Town,920.0,2.0,39.0,2
4051,Kengeri Satellite Town,985.0,2.0,42.0,2
4052,Kengeri Satellite Town,410.0,1.0,15.0,1
4053,Kengeri Satellite Town,1120.0,2.0,49.0,2
4056,Kengeri Satellite Town,1170.0,2.0,50.0,2
4059,Kereguddadahalli,950.0,2.0,32.0,2
4060,Kereguddadahalli,1400.0,2.0,48.0,3
4061,Kereguddadahalli,800.0,2.0,28.0,2
4062,Kereguddadahalli,904.0,2.0,30.0,2
4065,Kereguddadahalli,1240.0,3.0,41.0,3
4066,Kereguddadahalli,600.0,1.0,19.5,1
4068,Kereguddadahalli,1000.0,2.0,34.0,2
4071,Kereguddadahalli,1015.0,2.0,35.0,2
4072,Kodichikkanahalli,1190.0,2.0,57.0,3
4074,Kodichikkanahalli,2700.0,7.0,125.0,5
4075,Kodichikkanahalli,1495.0,2.0,75.0,3
4076,Kodichikkanahalli,1125.0,2.0,52.0,2
4079,Kodichikkanahalli,1620.0,2.0,85.0,3
4082,Kodichikkanahalli,2500.0,7.0,125.0,5
4083,Kodichikkanahalli,450.0,1.0,18.0,1
4085,Kodichikkanahalli,1181.0,2.0,57.0,2
4086,Kodichikkanahalli,900.0,2.0,42.0,2
4088,Kodichikkanahalli,1400.0,3.0,66.0,3
4089,Kodichikkanahalli,976.0,2.0,50.0,2
4090,Kodichikkanahalli,2700.0,4.0,125.0,5
4091,Kodichikkanahalli,1299.0,2.0,58.0,2
4092,Kodigehaali,1166.0,2.0,55.0,2
4093,Kodigehaali,1320.0,3.0,65.0,3
4094,Kodigehaali,1117.0,2.0,56.0,2
4095,Kodigehaali,1200.0,2.0,55.0,2
4096,Kodigehaali,1200.0,2.0,60.0,2
4097,Kodigehaali,2120.0,3.0,177.0,3
4098,Kodigehaali,1013.0,2.0,51.0,2
4099,Kodigehaali,1324.0,3.0,65.0,3
4102,Kodigehaali,1442.0,3.0,80.0,3
4103,Kodigehalli,1270.0,2.0,98.0,2
4104,Kodigehalli,1200.0,2.0,48.0,2
4105,Kodigehalli,655.0,1.0,53.0,1
4106,Kodigehalli,1820.0,3.0,150.0,3
4107,Kodigehalli,635.0,1.0,28.0,2
4108,Kodigehalli,1200.0,4.0,156.0,3
4109,Kodihalli,3252.0,5.0,335.0,4
4110,Kodihalli,2700.0,4.0,270.0,3
4111,Kodihalli,2392.0,4.0,260.0,3
4112,Kodihalli,2408.0,4.0,260.0,3
4113,Kodihalli,2500.0,4.0,260.0,3
4114,Kodihalli,1620.0,3.0,130.0,3
4115,Kodihalli,3260.0,5.0,388.0,4
4116,Kodihalli,3197.0,5.0,335.0,4
4117,Kodihalli,1490.0,2.0,150.0,2
4118,Kogilu,1909.0,3.0,88.0,3
4124,Kogilu,1934.0,3.0,150.0,3
4125,Kogilu,540.0,1.0,36.0,1
4126,Kogilu,1559.0,3.0,127.0,3
4128,Kogilu,1559.0,3.0,120.0,3
4129,Kogilu,700.0,1.0,30.84,1
4131,Kogilu,952.0,2.0,49.0,2
4133,Konanakunte,2791.0,3.0,223.0,3
4134,Konanakunte,884.0,1.0,58.0,2
4135,Konanakunte,1200.0,4.0,125.0,4
4136,Konanakunte,1200.0,2.0,130.0,4
4137,Konanakunte,2400.0,2.0,180.0,3
4138,Konanakunte,3746.0,6.0,375.0,4
4139,Konanakunte,1423.0,2.0,85.0,3
4140,Koramangala,1320.0,2.0,165.0,2
4142,Koramangala,1580.0,3.0,160.0,3
4144,Koramangala,3500.0,5.0,425.0,4
4145,Koramangala,1005.0,1.0,110.0,2
4146,Koramangala,2292.0,4.0,275.0,3
4154,Koramangala,1975.0,3.0,210.0,3
4155,Koramangala,1900.0,2.0,200.0,2
4156,Koramangala,2292.0,3.0,286.0,3
4157,Koramangala,2300.0,3.0,290.0,3
4160,Koramangala,2503.0,6.0,325.0,4
4162,Koramangala,1320.0,2.0,150.0,2
4164,Koramangala,5985.0,4.0,775.0,4
4165,Koramangala,2461.0,6.0,353.0,4
4167,Koramangala,2246.0,3.0,300.0,3
4171,Koramangala,1083.0,2.0,100.0,2
4172,Koramangala,1744.0,3.0,200.0,3
4173,Koramangala,1180.0,2.0,128.0,2
4174,Koramangala,1320.0,2.0,160.0,2
4177,Koramangala,1249.0,2.0,165.0,2
4181,Koramangala,2223.0,3.0,300.0,3
4182,Koramangala,1744.0,4.0,210.0,3
4183,Koramangala,1866.0,4.0,245.0,3
4185,Koramangala,6000.0,4.0,625.0,4
4187,Koramangala,1710.0,3.0,210.0,3
4188,Koramangala,1700.0,3.0,250.0,3
4190,Koramangala,1600.0,3.0,170.0,3
4193,Kothannur,1206.0,2.0,48.23,2
4196,Kothannur,1197.0,2.0,47.88,2
4197,Kothannur,1197.0,2.0,47.8,2
4198,Kothannur,1070.0,2.0,42.79,2
4202,Kothannur,1485.0,2.0,59.4,3
4203,Kothannur,1215.0,2.0,48.6,3
4204,Kothannur,1404.0,2.0,56.15,3
4206,Kothanur,2400.0,2.0,150.0,3
4207,Kothanur,1828.0,3.0,110.0,3
4208,Kothanur,1186.0,2.0,58.0,2
4210,Kothanur,1847.0,3.0,105.0,3
4212,Kothanur,9600.0,5.0,550.0,5
4214,Kothanur,1187.0,2.0,58.0,2
4215,Kothanur,1847.0,3.0,110.0,3
4217,Kothanur,1185.0,2.0,59.0,2
4220,Kothanur,1790.0,3.0,105.0,3
4224,Kothanur,1145.0,2.0,56.0,2
4225,Kothanur,3401.0,5.0,230.0,4
4227,Kothanur,627.0,1.0,30.0,1
4228,Kothanur,1302.0,2.0,68.5,2
4229,Kothanur,1760.0,3.0,111.0,3
4230,Kothanur,1185.0,2.0,58.0,2
4231,Kothanur,1500.0,1.0,75.0,1
4232,Kothanur,1075.0,2.0,53.0,2
4234,Kothanur,2700.0,4.0,175.0,4
4235,Kothanur,1786.0,2.0,106.0,3
4236,Kothanur,1787.0,3.0,107.0,3
4238,Kothanur,1760.0,3.0,110.0,3
4240,Kothanur,1160.0,2.0,57.0,2
4241,Kothanur,1095.0,2.0,55.0,2
4242,Kothanur,1142.0,2.0,56.0,2
4243,Kothanur,1074.0,2.0,54.0,2
4245,Kothanur,1140.0,2.0,56.0,2
4246,Kothanur,1400.0,2.0,70.0,2
4249,Kothanur,1787.0,3.0,120.0,3
4250,Kothanur,1130.0,2.0,55.0,2
4251,Kothanur,1094.0,2.0,54.0,2
4252,Kothanur,1170.0,3.0,80.0,3
4254,Kothanur,1195.0,2.0,59.0,2
4255,Kothanur,1790.0,3.0,120.0,3
4257,Kudlu,1152.0,2.0,53.5,2
4260,Kudlu,1143.0,2.0,55.0,2
4264,Kudlu,1600.0,3.0,79.0,3
4266,Kudlu,1076.0,2.0,50.0,2
4268,Kudlu,1084.0,2.0,53.0,2
4270,Kudlu,1245.0,2.0,60.0,3
4272,Kudlu,2100.0,3.0,114.0,4
4273,Kudlu,720.0,1.0,33.0,1
4274,Kudlu,1162.0,2.0,52.0,2
4275,Kudlu,1041.0,2.0,53.0,2
4276,Kudlu Gate,1535.0,3.0,83.0,3
4277,Kudlu Gate,1535.0,3.0,85.0,3
4279,Kudlu Gate,1535.0,3.0,86.0,3
4280,Kudlu Gate,1564.0,2.0,92.0,3
4283,Kudlu Gate,1707.0,2.0,99.745,3
4284,Kudlu Gate,1335.0,3.0,89.0,3
4285,Kudlu Gate,703.0,1.0,52.0,1
4286,Kudlu Gate,1532.0,3.0,83.0,3
4295,Kudlu Gate,1547.0,2.0,103.0,2
4296,Kudlu Gate,1336.0,2.0,86.0,2
4297,Kudlu Gate,1919.0,3.0,121.0,3
4299,Kudlu Gate,1850.0,3.0,120.0,3
4300,Kudlu Gate,940.0,2.0,69.57,2
4302,Kudlu Gate,1164.0,2.0,75.0,2
4303,Kudlu Gate,3850.0,6.0,205.0,4
4304,Kudlu Gate,1183.0,2.0,79.54,2
4305,Kudlu Gate,1850.0,3.0,110.0,3
4310,Kumaraswami Layout,2000.0,4.0,139.0,4
4311,Kumaraswami Layout,1000.0,2.0,48.5,2
4312,Kumaraswami Layout,1000.0,2.0,58.0,2
4313,Kumaraswami Layout,2400.0,7.0,125.0,7
4314,Kumaraswami Layout,2400.0,2.0,125.0,3
4315,Kumaraswami Layout,1310.0,2.0,70.0,3
4316,Kumaraswami Layout,850.0,1.0,78.0,1
4317,Kumaraswami Layout,3200.0,7.0,150.0,7
4318,Kumaraswami Layout,1310.0,2.0,85.0,3
4319,Kumaraswami Layout,2450.0,3.0,110.0,4
4320,Kumaraswami Layout,3100.0,7.0,145.0,7
4321,Kumaraswami Layout,1200.0,3.0,75.0,3
4322,Kumaraswami Layout,1081.0,2.0,60.0,2
4325,Kundalahalli,735.0,2.0,57.99,2
4326,Kundalahalli,1047.0,2.0,82.0,2
4327,Kundalahalli,1397.0,3.0,105.0,3
4328,Kundalahalli,1724.0,3.0,127.0,3
4330,Kundalahalli,1397.0,3.0,110.0,3
4331,Kundalahalli,1397.0,3.0,104.0,3
4332,Kundalahalli,1397.0,3.0,108.0,3
4333,Kundalahalli,1920.0,3.0,150.0,3
4336,Kundalahalli,1047.0,2.0,84.0,2
4337,Kundalahalli,1047.0,2.0,83.0,2
4338,Kundalahalli,7000.0,4.0,550.0,4
4341,Kundalahalli,1047.0,2.0,82.62,2
4342,Kundalahalli,1047.0,2.0,91.0,2
4343,Kundalahalli,1724.0,3.0,146.0,3
4344,Kundalahalli,1600.0,3.0,170.0,3
4347,Kundalahalli,1047.0,2.0,89.0,2
4348,Kundalahalli,2500.0,5.0,245.0,4
4350,Kundalahalli,1047.0,2.0,72.0,2
4352,Kundalahalli,3092.0,4.0,230.0,4
4354,Kundalahalli,1724.0,3.0,128.0,3
4357,Kundalahalli,1724.0,3.0,140.0,3
4360,LB Shastri Nagar,1043.0,2.0,55.0,2
4361,LB Shastri Nagar,1184.0,2.0,69.0,2
4362,LB Shastri Nagar,665.0,1.0,32.0,1
4364,LB Shastri Nagar,1400.0,2.0,80.0,3
4365,LB Shastri Nagar,1184.0,2.0,62.0,2
4367,LB Shastri Nagar,1200.0,2.0,75.0,2
4369,Laggere,2800.0,5.0,125.0,5
4370,Laggere,1200.0,3.0,130.0,3
4371,Laggere,1200.0,1.0,125.0,1
4372,Laggere,1200.0,2.0,75.0,2
4373,Laggere,620.0,2.0,48.0,1
4375,Lakshminarayana Pura,1600.0,2.0,108.0,3
4377,Lakshminarayana Pura,1172.0,2.0,82.0,2
4379,Lakshminarayana Pura,1149.0,2.0,75.0,2
4380,Lakshminarayana Pura,1336.0,2.0,100.0,2
4385,Lakshminarayana Pura,1145.0,2.0,75.0,2
4386,Lakshminarayana Pura,1500.0,3.0,104.0,3
4390,Lakshminarayana Pura,1200.0,2.0,83.0,2
4391,Lakshminarayana Pura,1200.0,2.0,80.0,2
4398,Lingadheeranahalli,1682.0,3.0,120.0,3
4400,Lingadheeranahalli,1893.0,3.0,130.0,3
4402,Lingadheeranahalli,2245.0,4.0,154.0,4
4403,Lingadheeranahalli,1682.0,3.0,113.0,3
4404,Lingadheeranahalli,1682.0,3.0,114.0,3
4406,Lingadheeranahalli,1683.0,3.0,110.0,3
4407,Lingadheeranahalli,1684.0,3.0,120.0,3
4408,Lingadheeranahalli,2236.0,4.0,153.0,4
4410,Lingadheeranahalli,2240.0,4.0,160.0,4
4415,Magadi Road,1005.0,2.0,55.78,2
4417,Magadi Road,1500.0,2.0,93.0,4
4421,Magadi Road,5000.0,6.0,360.0,5
4423,Magadi Road,1052.0,2.0,60.0,3
4424,Magadi Road,940.0,2.0,50.0,2
4425,Magadi Road,1318.0,2.0,68.0,3
4427,Magadi Road,884.0,2.0,48.0,2
4432,Mahadevpura,730.0,1.0,35.0,1
4433,Mahadevpura,1434.0,2.0,67.39,3
4434,Mahadevpura,1146.0,2.0,53.8,2
4436,Mahadevpura,1620.0,2.0,76.0,3
4437,Mahadevpura,1136.0,2.0,64.5,2
4438,Mahadevpura,1400.0,2.0,65.8,3
4439,Mahadevpura,1137.0,2.0,53.4,2
4440,Mahadevpura,1601.0,3.0,95.0,3
4441,Mahadevpura,1450.0,3.0,75.0,3
4442,Mahadevpura,1152.0,2.0,54.0,2
4443,Mahadevpura,1212.0,2.0,56.9,2
4445,Mahadevpura,1505.0,3.0,78.0,3
4446,Mahadevpura,1500.0,2.0,70.0,3
4447,Mahadevpura,1236.0,2.0,58.0,2
4448,Mahadevpura,1120.0,2.0,53.0,2
4449,Mahalakshmi Layout,1575.0,5.0,158.0,4
4450,Mahalakshmi Layout,1105.0,2.0,80.0,2
4451,Mahalakshmi Layout,1200.0,3.0,160.0,4
4452,Mahalakshmi Layout,1200.0,2.0,110.0,3
4453,Mahalakshmi Layout,1876.0,3.0,150.0,3
4454,Mallasandra,1665.0,3.0,95.0,3
4455,Mallasandra,1665.0,3.0,86.58,3
4457,Mallasandra,1325.0,2.0,70.0,2
4458,Mallasandra,1665.0,3.0,86.91,3
4460,Mallasandra,1325.0,2.0,65.0,2
4461,Mallasandra,1325.0,2.0,73.0,2
4464,Mallasandra,1524.0,2.0,72.0,3
4465,Mallasandra,1100.0,2.0,76.3,3
4469,Malleshpalya,1052.0,2.0,50.0,2
4470,Malleshpalya,1405.0,2.0,77.0,3
4471,Malleshpalya,1065.0,2.0,50.0,2
4472,Malleshpalya,1210.0,2.0,55.0,2
4475,Malleshpalya,1430.0,2.0,69.5,3
4476,Malleshpalya,1421.0,2.0,90.0,2
4480,Malleshwaram,705.0,1.0,67.0,1
4481,Malleshwaram,12000.0,7.0,2200.0,7
4482,Malleshwaram,2500.0,5.0,325.0,4
4483,Malleshwaram,2006.0,3.0,297.0,3
4484,Malleshwaram,686.0,1.0,62.5,1
4485,Malleshwaram,2475.0,4.0,332.0,3
4486,Malleshwaram,2610.0,3.0,399.0,3
4487,Malleshwaram,2475.0,4.0,320.0,3
4488,Malleshwaram,900.0,2.0,95.0,2
4489,Malleshwaram,1420.0,2.0,158.0,2
4496,Malleshwaram,2215.0,4.0,310.0,3
4497,Malleshwaram,480.0,1.0,60.0,1
4499,Malleshwaram,2475.0,4.0,326.0,3
4500,Malleshwaram,2476.0,3.0,337.0,3
4503,Malleshwaram,2050.0,4.0,270.0,3
4505,Malleshwaram,620.0,1.0,86.8,1
4506,Malleshwaram,600.0,1.0,68.0,2
4507,Malleshwaram,2475.0,4.0,337.0,3
4508,Malleshwaram,2215.0,3.0,330.0,3
4511,Malleshwaram,600.0,1.0,90.0,2
4514,Malleshwaram,2475.0,4.0,340.0,3
4515,Malleshwaram,1400.0,2.0,190.0,2
4516,Malleshwaram,2400.0,3.0,380.0,3
4517,Malleshwaram,580.0,1.0,45.0,1
4524,Marathahalli,1933.0,3.0,140.0,3
4526,Marathahalli,1230.0,2.0,80.0,2
4527,Marathahalli,3800.0,4.0,250.0,4
4529,Marathahalli,1215.0,2.0,67.0,2
4530,Marathahalli,2181.0,3.0,152.0,4
4533,Marathahalli,1325.0,2.0,71.55,2
4538,Marathahalli,1146.0,2.0,70.0,2
4540,Marathahalli,1469.0,3.0,89.0,3
4545,Marathahalli,2519.0,5.0,185.0,4
4548,Marathahalli,1583.0,3.0,105.0,3
4549,Marathahalli,2524.0,5.0,190.0,4
4555,Marathahalli,1900.0,3.0,123.0,3
4556,Marathahalli,1045.0,2.0,60.0,2
4563,Marathahalli,1208.0,2.0,70.0,2
4564,Marathahalli,1325.0,1.0,92.0,2
4565,Marathahalli,1525.0,3.0,90.0,3
4566,Marathahalli,1937.0,3.0,140.0,3
4568,Marathahalli,1350.0,2.0,86.0,2
4573,Marathahalli,607.0,1.0,35.0,1
4574,Marathahalli,1583.0,3.0,109.0,3
4576,Marathahalli,1360.0,2.0,103.0,2
4579,Marathahalli,615.0,1.0,44.0,1
4581,Marathahalli,1350.0,2.0,89.0,2
4582,Marathahalli,1020.0,2.0,57.0,2
4583,Marathahalli,1600.0,3.0,88.0,2
4584,Marathahalli,780.0,1.0,55.0,1
4585,Marathahalli,1710.0,3.0,100.0,3
4587,Marathahalli,1358.0,2.0,81.0,2
4588,Marathahalli,1205.0,2.0,75.0,2
4589,Marathahalli,1730.0,3.0,110.0,3
4590,Marathahalli,1583.0,3.0,115.0,3
4591,Marathahalli,1200.0,2.0,67.0,2
4592,Marathahalli,1095.0,2.0,60.0,2
4594,Marathahalli,1050.0,2.0,65.0,2
4599,Marathahalli,881.0,2.0,48.06,2
4601,Marathahalli,1680.0,3.0,105.0,3
4602,Marathahalli,1910.0,3.0,119.0,3
4603,Marathahalli,1602.0,2.0,104.0,2
4604,Marathahalli,700.0,1.0,38.0,1
4606,Marathahalli,1690.0,3.0,116.0,3
4608,Marathahalli,1693.0,3.0,125.0,3
4611,Marathahalli,2122.0,3.0,125.0,3
4612,Marathahalli,1730.0,3.0,115.0,3
4616,Marathahalli,1950.0,3.0,115.0,3
4617,Marathahalli,1250.0,2.0,68.0,2
4619,Marathahalli,1350.0,2.0,90.0,2
4621,Marathahalli,2500.0,5.0,175.0,4
4625,Marathahalli,3400.0,4.0,235.0,4
4626,Marathahalli,1350.0,2.0,99.0,2
4629,Marathahalli,2500.0,5.0,181.0,4
4630,Marathahalli,3800.0,4.0,235.0,4
4631,Marathahalli,3951.0,4.0,230.0,4
4633,Marathahalli,1700.0,3.0,126.0,3
4635,Marathahalli,1270.0,2.0,73.0,2
4639,Marathahalli,1144.0,2.0,65.0,2
4641,Marathahalli,1100.0,2.0,75.0,1
4643,Marathahalli,2524.0,5.0,180.0,4
4645,Marathahalli,1839.0,3.0,130.0,3
4646,Marathahalli,1170.0,2.0,85.0,2
4648,Marathahalli,1449.0,3.0,110.0,3
4649,Marathahalli,1360.0,2.0,101.0,2
4653,Marathahalli,1270.0,2.0,80.0,2
4656,Marathahalli,1485.0,2.0,90.0,3
4657,Marathahalli,1146.0,2.0,69.0,2
4660,Margondanahalli,1200.0,2.0,67.0,2
4662,Margondanahalli,1000.0,2.0,57.0,2
4664,Margondanahalli,600.0,2.0,35.0,2
4665,Margondanahalli,1200.0,2.0,69.0,2
4666,Margondanahalli,900.0,2.0,49.0,2
4669,Margondanahalli,1152.0,1.0,66.0,2
4672,Margondanahalli,1050.0,2.0,58.0,2
4673,Margondanahalli,1160.0,2.0,65.0,2
4675,Mico Layout,5000.0,9.0,210.0,9
4676,Mico Layout,1550.0,2.0,65.0,3
4677,Mico Layout,1125.0,2.0,40.0,2
4678,Mico Layout,1190.0,2.0,39.25,2
4679,Mico Layout,800.0,1.0,29.5,1
4680,Mico Layout,1250.0,2.0,44.0,3
4681,Mico Layout,1171.0,2.0,39.0,2
4682,Mico Layout,1200.0,2.0,53.5,2
4683,Mico Layout,1670.0,3.0,59.0,3
4684,Mico Layout,1140.0,2.0,43.0,2
4686,Munnekollal,1102.0,2.0,53.67,2
4687,Munnekollal,1390.0,3.0,68.0,3
4689,Munnekollal,950.0,2.0,46.5,2
4690,Munnekollal,1560.0,3.0,75.0,3
4691,Munnekollal,1750.0,3.0,86.5,3
4692,Munnekollal,1385.0,2.0,66.5,3
4694,Munnekollal,1170.0,2.0,59.0,2
4696,Munnekollal,1200.0,2.0,57.9,3
4697,Munnekollal,1030.0,2.0,50.36,2
4698,Murugeshpalya,1296.0,2.0,81.0,2
4699,Murugeshpalya,1550.0,3.0,74.0,3
4700,Murugeshpalya,1845.0,3.0,91.0,3
4701,Murugeshpalya,1185.0,2.0,85.0,2
4702,Murugeshpalya,1225.0,2.0,48.0,2
4703,Murugeshpalya,1930.0,3.0,75.0,3
4704,Murugeshpalya,1600.0,2.0,65.0,3
4705,Murugeshpalya,1344.0,2.0,56.0,3
4706,Murugeshpalya,1500.0,2.0,70.0,3
4707,Murugeshpalya,1855.0,3.0,96.0,3
4708,Murugeshpalya,1175.0,2.0,75.0,2
4709,Mysore Road,1175.0,2.0,73.5,2
4710,Mysore Road,1710.0,4.0,91.31,3
4714,Mysore Road,1060.0,2.0,62.0,2
4717,Mysore Road,1525.0,3.0,96.0,3
4718,Mysore Road,1200.0,2.0,65.0,2
4724,Mysore Road,883.0,2.0,50.0,2
4727,Mysore Road,1237.0,2.0,73.0,2
4728,Mysore Road,883.0,2.0,45.0,2
4729,Mysore Road,1170.0,2.0,65.0,2
4733,Mysore Road,1568.0,2.0,100.0,3
4735,Mysore Road,1560.0,2.0,83.3,3
4736,Mysore Road,1175.0,2.0,70.5,2
4737,Mysore Road,1080.0,2.0,60.0,3
4741,NGR Layout,1020.0,2.0,45.9,2
4742,NGR Layout,1105.0,2.0,49.73,2
4743,NGR Layout,1022.0,2.0,45.9,2
4744,NGR Layout,1020.0,2.0,45.0,2
4745,NGR Layout,1019.0,2.0,45.9,2
4746,NGR Layout,1020.0,2.0,46.0,2
4747,NGR Layout,1021.0,2.0,46.0,2
4748,NGR Layout,1021.0,2.0,45.9,2
4749,NRI Layout,1565.0,2.0,75.0,3
4750,NRI Layout,2500.0,5.0,130.0,5
4751,NRI Layout,1125.0,2.0,45.56,2
4752,NRI Layout,2150.0,4.0,115.0,4
4753,NRI Layout,1250.0,2.0,75.0,2
4754,NRI Layout,1789.0,3.0,75.0,3
4755,NRI Layout,1731.0,3.0,64.11,3
4756,NRI Layout,2400.0,2.0,125.0,2
4757,Nagarbhavi,1630.0,2.0,98.0,3
4758,Nagarbhavi,1350.0,3.0,150.0,3
4759,Nagarbhavi,1200.0,2.0,150.0,2
4761,Nagarbhavi,2400.0,3.0,160.0,3
4762,Nagarbhavi,884.0,2.0,36.0,1
4768,Nagarbhavi,1400.0,2.0,85.0,3
4771,Nagarbhavi,300.0,1.0,20.0,1
4772,Nagarbhavi,1250.0,3.0,175.0,4
4773,Nagarbhavi,710.0,2.0,40.0,1
4784,Nagarbhavi,1050.0,2.0,80.0,2
4785,Nagarbhavi,2500.0,3.0,180.0,5
4787,Nagarbhavi,1250.0,3.0,170.0,2
4789,Nagarbhavi,1400.0,2.0,135.0,3
4793,Nagarbhavi,1800.0,3.0,180.0,4
4795,Nagasandra,980.0,2.0,48.0,2
4796,Nagasandra,2400.0,4.0,145.0,4
4797,Nagasandra,7000.0,8.0,450.0,4
4798,Nagasandra,1650.0,3.0,95.0,3
4799,Nagasandra,1500.0,2.0,91.0,2
4800,Nagavara,400.0,1.0,14.0,1
4801,Nagavara,2172.65,3.0,120.0,4
4803,Nagavara,2319.0,3.0,180.0,3
4804,Nagavara,2430.0,4.0,180.0,3
4807,Nagavara,1315.0,2.0,70.0,2
4808,Nagavara,1077.0,2.0,50.0,2
4809,Nagavara,2496.0,4.0,125.0,4
4811,Nagavara,1247.0,2.0,58.56,2
4812,Nagavarapalya,1392.0,2.0,99.0,2
4813,Nagavarapalya,705.0,1.0,52.5,1
4814,Nagavarapalya,1300.0,3.0,80.0,3
4815,Nagavarapalya,705.0,1.0,57.0,1
4816,Nagavarapalya,705.0,1.0,55.0,1
4817,Nagavarapalya,1335.0,2.0,110.0,2
4818,Nagavarapalya,1134.0,2.0,55.0,2
4819,Nagavarapalya,1260.0,2.0,85.5,2
4820,Neeladri Nagar,1053.0,2.0,45.0,2
4821,Neeladri Nagar,1363.0,2.0,68.0,2
4822,Neeladri Nagar,2556.0,3.0,133.0,3
4823,Neeladri Nagar,674.0,1.0,21.0,1
4824,Neeladri Nagar,527.0,1.0,26.0,1
4825,Neeladri Nagar,1167.0,2.0,38.0,3
4826,Neeladri Nagar,1060.0,2.0,35.0,2
4827,Neeladri Nagar,640.0,1.0,20.5,1
4828,Neeladri Nagar,4000.0,12.0,160.0,10
4829,Neeladri Nagar,1105.0,2.0,30.0,2
4830,Neeladri Nagar,1100.0,2.0,30.0,2
4831,Neeladri Nagar,2111.0,3.0,103.0,3
4832,Nehru Nagar,1775.0,3.0,110.0,3
4833,Nehru Nagar,2363.0,5.0,120.0,4
4834,Nehru Nagar,2342.0,3.0,115.0,4
4835,Nehru Nagar,967.0,2.0,41.1,2
4836,Nehru Nagar,1374.0,3.0,72.0,3
4837,Nehru Nagar,1674.0,3.0,90.0,3
4838,Nehru Nagar,1269.0,2.0,63.0,3
4839,Nehru Nagar,1100.0,2.0,50.0,2
4840,Nehru Nagar,1674.0,3.0,81.0,3
4841,OMBR Layout,2420.0,3.0,185.0,3
4844,OMBR Layout,1041.0,2.0,65.5,2
4845,OMBR Layout,1300.0,2.0,80.0,2
4847,OMBR Layout,1855.0,3.0,145.0,3
4850,OMBR Layout,1165.0,2.0,88.5,2
4852,OMBR Layout,3400.0,4.0,275.0,4
4854,Old Airport Road,2732.0,4.0,204.0,4
4856,Old Airport Road,3356.0,4.0,251.0,4
4858,Old Airport Road,2774.0,4.0,207.0,4
4859,Old Airport Road,2690.0,4.0,191.0,4
4860,Old Airport Road,2690.0,4.0,199.0,4
4863,Old Airport Road,1858.0,2.0,167.0,3
4864,Old Airport Road,1150.0,2.0,90.0,2
4865,Old Airport Road,2658.0,5.0,187.0,4
4867,Old Airport Road,2774.0,4.0,208.0,4
4868,Old Airport Road,3200.0,4.0,280.0,4
4869,Old Airport Road,2690.0,4.0,201.0,4
4870,Old Airport Road,1145.0,2.0,75.0,2
4871,Old Airport Road,2732.0,4.0,194.0,4
4872,Old Airport Road,2658.0,5.0,189.0,4
4873,Old Airport Road,2774.0,4.0,197.0,4
4874,Old Airport Road,2392.0,3.0,249.0,3
4875,Old Airport Road,3496.0,4.0,262.0,4
4876,Old Airport Road,1798.0,3.0,150.0,3
4877,Old Airport Road,1184.0,2.0,78.0,2
4878,Old Airport Road,3504.0,4.0,262.0,4
4879,Old Airport Road,1055.0,2.0,75.0,2
4880,Old Madras Road,1425.0,2.0,94.0,3
4881,Old Madras Road,3715.0,6.0,224.5,4
4887,Old Madras Road,1200.0,2.0,72.0,2
4889,Old Madras Road,1100.0,2.0,70.0,2
4891,Old Madras Road,1171.0,2.0,75.0,2
4892,Old Madras Road,4500.0,7.0,294.0,5
4895,Old Madras Road,2010.0,3.0,125.0,4
4898,Old Madras Road,2990.0,5.0,210.0,3
4899,Old Madras Road,1210.0,2.0,74.0,2
4900,Old Madras Road,1171.0,2.0,72.0,2
4902,Old Madras Road,1480.0,3.0,95.0,3
4904,Old Madras Road,1210.0,2.0,80.0,2
4905,Old Madras Road,1859.0,3.0,121.0,3
4909,Old Madras Road,2300.0,3.0,142.0,3
4911,Old Madras Road,1210.0,2.0,77.0,2
4915,Old Madras Road,1720.0,3.0,106.0,3
4919,Old Madras Road,1171.0,2.0,73.0,2
